USD,SENT,Price
97.18,-8287.894005,70.83
96.97,-8293.526465,71.55
96.94,-8350.744679,71.18
97.04,-8443.388595,71.72
97.01,-8448.066613,71.62
97.47,-8418.610659,71.97
97.29,-8501.389199,74.04
97.64,-8469.269211,74.51
98.17,-8521.100563,74.57
98.2,-8605.499318,74.35
98.01,-8547.999414,72.15
97.86,-8573.647529,72.04
97.48,-8610.519394,72.8
97.69,-8554.982961,72.18
97.83,-8549.526416,70.75
97.49,-8551.973049,70.85
97.55,-8532.218286,71.24
97.56,-8551.364634,69.88
97.62,-8528.347217,70.37
97.43,-8501.316557,70.39
97.33,-8443.146969,70.62
97.37,-8362.669437,70.23
97.53,-8376.176888,71.24
97.57,-8355.100402,71.77
97.86,-8417.501167,72.62
98.02,-8351.923203,72.21
97.93,-8327.508616,71.97
98.02,-8383.520006,72.18
98.08,-8387.58474,70.99
97.86,-8377.002012,67.76
97.61,-8419.239531,68.69
97.61,-8265.414117,70.11
97.95,-8288.148476,70.11
98.14,-8235.598451,69.45
98.14,-8297.970562,66.87
97.61,-8323.912702,64.49
97.14,-8283.216532,61.28
97.07,-8255.89404,61.97
97.32,-8321.268747,60.63
97.04,-8398.281316,61.67
96.54,-8391.498505,63.29
96.76,-8329.790328,62.29
96.69,-8504.068818,62.29
97,-8548.947751,59.97
97.01,-8701.977261,61.31
97.45,-8762.550363,62.01
97.56,-8846.865527,60.94
97.64,-8870.749135,62.14
97.12,-8859.461401,61.82
96.63,-8792.901799,64.45
96.09,-8736.150768,65.2
95.98,-8807.824927,64.86
96.14,-8826.517934,65.05
96.21,-8862.036206,66.49
96.21,-8865.491886,66.55
96.11,-8875.390614,66.55
96.84,-8857.628823,65.06
96.73,-8958.293991,62.4
96.77,-8963.560675,63.82
96.77,-8961.170366,63.3
97.17,-8959.761482,64.23
97.38,-8909.738819,64.11
97.49,-8985.575586,64.16
97.1,-9060.152277,67.01
97.05,-8957.785675,66.52
96.81,-8906.69506,66.72
96.93,-8794.942779,66.48
97.39,-8768.208578,64.35
97.22,-8782.485767,63.66
96.79,-8673.583388,61.93
97.15,-8652.832091,62.47
97.26,-8544.180806,63.26
97.7,-8606.917467,63.83
97.73,-8601.00204,63.18
97.82,-8613.202111,63.39
98.01,-8535.452323,63.46
98.04,-8563.912199,63.71
98.05,-8560.126747,64.72
98.52,-8538.182328,65.17
98.37,-8515.099529,60.5
98.07,-8490.91383,61.89
97.52,-8609.983149,59.81
97.63,-8609.47669,58.94
97.54,-8545.270615,56.23
97.62,-8520.023377,57.38
97.49,-8650.115997,58.53
97.38,-8610.673788,58.57
97.81,-8638.453491,61.3
97.99,-8622.586067,59.48
98.14,-8611.253361,58.23
98.14,-8631.669401,58.64
98.35,-8573.211473,59.74
98.19,-8595.70018,60.03
98.3,-8586.568916,60.3
98.17,-8651.698008,59.92
97.64,-8650.094436,59.34
98.08,-8683.695408,58.7
98,-8812.400154,59.51
98.21,-8831.358487,60.49
98.46,-8867.047054,61.08
98.92,-8928.918142,60.43
99.04,-8966.180287,58.66
99,-9029.574292,58.26
98.45,-9002.732377,60.7
98.41,-8961.935865,60.95
98.39,-8986.77387,61.54
98.28,-9052.671437,62.59
98.33,-9168.241905,62.38
98.64,-9264.425417,60.81
98.31,-9281.795141,60.38
98.26,-9304.493622,60.22
98.61,-9305.014887,69.02
98.26,-9538.776647,64.55
98.56,-9507.806941,63.6
98.27,-9562.510146,64.4
98.27,-9576.968663,64.28
98.6,-9601.946861,64.77
98.34,-9694.22018,63.1
99.04,-9801.68119,62.39
99.13,-9824.582124,62.74
99.13,-9792.86162,61.91
99.38,-9734.865008,60.78
99.13,-9757.275981,58.89
99.02,-9790.451181,57.69
98.86,-9838.575474,57.71
98.81,-9868.142741,58.37
98.97,-9893.140639,58.35
98.97,-9896.508182,58.24
99.12,-9973.507016,58.32
98.7,-10025.94163,59.1
98.3,-10047.17386,60.51
98.45,-10015.77254,59.35
98.29,-10086.06239,58.74
98,-10177.92269,59.42
97.61,-10197.18409,59.91
97.28,-10203.99758,59.42
97.33,-10294.29341,58.96
97.53,-10351.22301,59.7
97.49,-10367.53585,61.17
97.63,-10357.88089,61.67
97.83,-10394.11169,62.02
97.76,-10463.76761,61.57
97.69,-10532.64753,61.59
97.65,-10480.97505,60.61
97.35,-10513.28043,60.23
97.24,-10519.15779,61.69
97.5,-10513.59826,62.13
97.98,-10525.66878,62.96
97.95,-10530.71588,61.74
98.14,-10516.49285,62.29
98.35,-10497.49728,62.51
98.2,-10512.01073,62.18
98.31,-10509.47121,62.06
98.37,-10499.58552,62.37
98.16,-10520.42566,62.28
98,-10513.75769,63.3
97.79,-10515.67263,62.44
97.86,-10504.09761,60.91
97.93,-10509.5732,62.4
97.99,-10516.14674,63.97
98.27,-10538.01223,63.39
98.32,-10534.85319,63.65
98.25,-10545.66229,64.27
98.37,-10544.9497,64.06
98.37,-10547.73861,63.87
98.27,-10566.83894,62.43
97.86,-10573.50674,60.92
97.74,-10581.62326,60.82
97.65,-10605.72365,63
97.41,-10571.93522,63.39
97.7,-10562.33201,64.39
97.64,-10543.25426,64.25
97.41,-10547.79361,64.34
97.41,-10535.73281,63.72
97.4,-10520.88041,64.2
97.17,-10516.38848,65.22
97.02,-10508.44067,65.34
97.22,-10509.00265,66.1
97.4,-10533.64022,66.17
97.38,-10539.95044,66.54
97.69,-10533.30981,66.14
97.66,-10538.56253,66.39
97.65,-10539.87831,67.2
97.53,-10517.87291,67.92
96.92,-10496.5636,68.16
96.74,-10499.33537,68.44
96.39,-10514.68991,66
96.85,-10512.53428,66.25
96.84,-10545.42328,68.6
96.67,-10523.79018,68.91
97,-10526.91353,68.27
97.3,-10545.48642,65.44
97.45,-10540.67274,65.37
97.36,-10527.87683,64.98
97.34,-10521.92165,64.2
97.37,-10530.60409,64.49
97.23,-10535.63329,64
97.32,-10516.47357,64.62
97.61,-10510.34832,64.85
97.61,-10488.95857,65.2
97.53,-10503.92675,64.59
97.53,-10509.27416,63.21
97.69,-10527.95182,62.04
97.85,-10529.91842,60.69
97.96,-10532.06376,59.32
98.02,-10514.46554,59.51
97.99,-10503.49635,59.81
97.87,-10511.04734,58.29
97.39,-10506.52062,58.16
97.8,-10489.80981,54.45
97.96,-10501.57735,53.96
98.3,-10541.88775,55.28
98.5,-10558.51335,54.93
98.7,-10550.91799,54.47
98.83,-10569.11971,53.27
98.72,-10536.19641,54.01
99.05,-10566.48342,55.79
99.07,-10611.08657,56.34
99.12,-10613.52308,57.32
99.16,-10638.13006,57.67
99.44,-10663.10727,57.75
99.7,-10667.75016,59.12
99.86,-10680.93578,59.31
99.26,-10686.05512,58.5
99.36,-10692.14423,56.3
98.97,-10773.02214,54.95
99,-10771.93682,53.43
98.51,-10774.24054,52.18
98.13,-10779.44401,50.52
97.36,-10781.26248,51.9
97.15,-10769.15529,51.86
97.34,-10797.32965,51.13
96.82,-10778.96388,49.99
95.95,-10784.64557,45.27
94.89,-11012.64331,34.36
96.41,-11127.20299,37.22
96.51,-11342.05321,35.79
97.47,-11351.87416,33.22
98.75,-11364.19717,33.85
98.07,-11405.7755,30.05
99.58,-11416.66916,28.73
101.16,-11319.39606,24.88
102.75,-11342.19053,28.47
102.82,-11361.40054,26.98
102.49,-11405.74802,27.03
102.04,-11480.33076,27.15
101.05,-11531.85084,27.39
99.35,-11573.37391,26.34
98.36,-11581.61423,24.93
99.18,-11552.60211,22.76
99.05,-11504.01438,22.74
99.67,-11571.32198,24.74
100.18,-11538.63748,29.94
100.58,-11552.15316,34.11
100.69,-11479.50965,33.05
99.9,-11443.65633,31.87
100.12,-11466.70425,32.84
99.52,-11475.44546,31.48
99.35,-11371.35826,31.74
98.89,-11266.22697,29.6
99.46,-11243.55022,27.69
100.03,-11332.53669,27.82
99.78,-11320.77189,28.08
99.95,-11335.43771,25.57
100.26,-10971.35039,19.33
100.39,-11112.0852,20.37
100.43,-11112.60101,21.33
100.38,-11065.66836,21.44
100.04,-11015.71773,19.99
99.86,-11068.48827,20.46
99.56,-10999.29008,22.54
99.02,-10984.0075,25.27
99.08,-10998.5691,26.44
99.48,-10961.14411,27.2
99.71,-10957.17827,30.97
100.09,-10926.02653,29.72
99.89,-10915.27819,29.46
99.73,-10913.92144,30.97
100.24,-10826.24728,29.63
99.93,-10844.92218,29.98
100.24,-10911.30659,29.19
100.47,-10871.99453,31.13
100.4,-10882.50211,32.5
99.67,-10837.83747,34.81
99.37,-10794.52272,34.65
99.12,-10786.52582,35.75
99.37,-10757.47645,36.06
99.86,-10763.15035,35.13
99.86,-10756.5554,35.53
98.91,-10735.62579,36.17
99.06,-10739.16161,34.74
98.38,-10708.09949,35.29
98.34,-10710.18028,35.33
97.83,-10714.1221,38.32
97.67,-10675.56487,39.57
97.28,-10659.20951,39.79
96.68,-10639.69187,39.99
96.94,-10631.59079,42.3
96.62,-10595.09849,40.8
96.32,-10580.82907,41.18
95.96,-10555.89361,41.73
96.73,-10549.07771,38.55
97.32,-10524.17273,38.73
96.71,-10495.28163,39.72
96.96,-10505.007,40.96
97.16,-10523.85672,40.71
97.42,-10534.26709,41.51
97.62,-10538.32848,42.19
97.04,-10539.16351,43.08
96.65,-10565.6741,42.63
97.15,-10596.78426,40.31
97.43,-10583.84709,41.05
97.43,-10564.33836,41.02
97.54,-10524.80937,41.71
97.39,-10507.92597,41.15
97.2,-10510.96937,42.03
97.32,-10410.9999,43.14
97.17,-10319.78144,42.8
96.72,-10181.23404,43.1
96.88,-10220.73032,43.08
96.43,-10138.22404,43.29
96.7,-10107.63432,42.35
96.65,-9986.311189,43.24
96.46,-9981.918025,42.72
96.26,-9906.970548,42.9
96.08,-9925.703872,43.79
96.35,-9899.330155,43.37
95.94,-9849.014393,43.14
95.83,-9847.69978,43.28
95.12,-9908.765547,44.32
94.99,-9903.959243,44.29
94.69,-9901.248729,43.31
94.44,-9903.275774,43.34
93.67,-9924.867032,43.41
93.7,-9958.440717,43.22
93.45,-9968.380601,43.75
93.02,-10014.04422,42.94
93.35,-10070.74989,43.3
93.35,-10118.75357,44.15
93.38,-10147.53428,44.43
92.87,-10073.64282,45.17
92.79,-10064.81022,45.09
93.44,-10069.19759,44.4
93.58,-10020.89542,44.99
93.63,-9927.909299,44.5
93.44,-9951.060752,45.43
93.33,-9984.645192,44.96
93.1,-10000.92489,44.8
92.85,-10121.39189,45.37
92.27,-10069.63491,45.46
92.89,-10016.63181,45.37
92.79,-9977.570857,44.9
93.25,-9966.970458,44.35
93.3,-9876.675493,45.13
93.02,-9793.130667,45.86
93.01,-9798.535378,45.64
93,-9801.336631,45.09
92.37,-9736.233975,45.05
92.14,-9790.13281,45.28
92.34,-9784.759436,45.58
92.85,-9832.045696,44.43
92.74,-9876.903895,44.07
92.72,-9775.855689,42.66
93.07,-9813.659034,42.01
93.44,-9785.474257,39.78
93.25,-9821.275251,40.79
93.34,-9842.611519,40.06
93.33,-9900.619253,39.83
93.05,-9980.391935,39.61
93.05,-9951.964432,40.53
93.21,-9951.173768,42.22
92.97,-9933.582902,43.3
92.93,-9963.593501,43.15
93.66,-9928.59026,41.44
93.99,-9977.719256,41.72
94.39,-9974.64274,41.77
94.35,-9946.989008,41.94
94.64,-9857.232419,41.92
94.28,-9867.530498,42.43
93.89,-9865.064106,41.03
93.89,-9783.657392,40.95
93.71,-9813.03898,40.93
93.84,-9801.756394,39.27
93.51,-9685.640164,41.29
93.69,-9764.625459,42.65
93.63,-9671.646014,41.99
93.61,-9517.180771,43.34
93.06,-9450.032934,42.85
93.06,-9451.322572,41.72
93.53,-9428.832796,42.45
93.38,-9399.698917,43.32
93.86,-9395.677523,43.16
93.68,-9344.43874,42.93
93.43,-9335.181129,42.62
93.07,-9338.207471,43.16
92.61,-9397.354628,41.73
92.95,-9296.428529,42.46
92.77,-9262.726962,41.77
93.05,-9177.13992,40.46
92.94,-9152.900659,41.2
93.41,-9118.274294,39.12
93.95,-9137.385162,37.65
94.04,-9105.604009,37.46
94.13,-9071.81025,38.97
93.55,-9096.200761,39.71
93.41,-9122.150906,41.23
92.53,-9139.08453,40.93
92.23,-9115.560183,39.45
92.72,-9160.114697,42.4
92.75,-9176.597436,43.61
93.04,-9175.794159,43.8
92.96,-9162.135556,43.53
92.75,-9110.391052,42.78
92.64,-9098.098657,43.82
92.42,-9025.015301,43.75
92.32,-9050.126183,44.34
92.29,-9039.196758,44.2
92.39,-8978.490912,44.96
92.5,-9039.587052,46.06
92.23,-9050.05578,47.86
91.99,-9081.533445,48.61
91.99,-9082.235641,47.8
91.79,-9110.652764,48.18
91.87,-9158.742884,47.59
91.31,-9271.514562,47.42
91.12,-9264.756987,48.25
90.71,-9326.419109,48.71
90.7,-9210.466933,49.25
90.79,-9160.238053,48.79
90.97,-9249.508678,48.84
91.09,-9264.770569,48.86
90.82,-9260.192214,50.25
90.98,-9241.527346,49.97
90.71,-9182.327168,50.29
90.47,-9217.304362,50.76
90.45,-9202.053595,51.08
89.82,-9213.431066,51.5
90.02,-9168.196075,52.26
90.04,-9203.18217,50.91
90.65,-9228.862551,50.08
90.41,-9219.424269,51.2
90.32,-9204.228908,51.29
90.34,-9176.245544,50.86
89.99,-9158.865998,51.09
89.68,-9137.215549,51.34
89.93,-9121.787953,51.8
89.87,-9062.752911,51.09
89.44,-9043.287383,53.6
89.53,-9016.161022,54.3
89.83,-8991.782551,54.38
90.1,-8974.728768,55.99
90.47,-8972.792239,55.66
90.09,-8950.615097,56.58
90.36,-8784.419294,56.06
90.24,-8589.957424,56.42
90.77,-8540.580438,55.1
90.77,-8454.823702,54.75
90.5,-8450.952199,55.9
90.47,-8414.767904,56.08
90.13,-8433.009041,56.1
90.24,-8444.432566,55.41
90.39,-8329.917016,55.88
90.17,-8356.387528,55.91
90.65,-8325.777266,55.81
90.45,-8409.948056,55.53
90.58,-8507.877191,55.88
90.98,-8580.645594,56.35
91.2,-8597.144861,57.46
91.17,-8507.235598,58.46
91.53,-8421.273874,58.84
91.04,-8438.959024,59.34
90.93,-8422.203638,60.56
90.44,-8402.951535,61.09
90.37,-8185.730196,61.47
90.42,-8143.161044,61.14
90.48,-8052.394398,62.43
90.37,-8064.291752,63.3
90.51,-7985.124702,63.35
90.95,-7958.237459,64.34
90.59,-7900.897306,63.93
90.36,-7968.880796,62.91
90.01,-8016.609683,65.24
90.17,-8109.086852,65.37
90.18,-8097.300182,67.04
90.13,-8105.650174,66.88
90.88,-8112.996885,66.13
91.04,-7928.807103,63.69
90.78,-7966.996767,62.7
90.95,-7960.815153,64.07
91.63,-7888.811339,66.74
91.98,-7862.383828,69.36
92.31,-7837.605851,68.24
91.96,-7792.463361,67.52
91.82,-7959.839564,67.9
91.42,-7662.869076,69.63
91.68,-7642.964204,69.22
91.83,-7559.84284,68.88
91.86,-7492.313421,68.39
91.44,-7469.849775,68
91.86,-7444.140336,63.28
91.92,-7393.648324,64.53
91.74,-7456.797393,64.62
92.34,-7509.207168,60.79
92.53,-7412.079181,64.41
92.53,-7465.883434,61.95
92.77,-7414.117065,64.57
92.94,-7407.127842,64.98
93.3,-7340.0272,64.14
93.23,-7305.323887,63.54
92.93,-7288.124587,64.86
